annee;numCommune;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbCinemasAE;RME;indiceFrequentation;populationCommune
1964;17300;;10;5897;;;702916;304128,4718;;;0,432666879;10,55587926;
1965;17300;;10;5834;;;678312;322170,5081;;;0,474959175;10,18639435;
1966;17300;;10;5864;;;557027;286548,8134;;;0,514425357;7,592854611;
1967;17300;;8;5180;;;488696;283764,4846;;;0,58065645;6,661432349;
1968;17300;;8;5180;;;492968;292318,5514;;;0,592976727;6,719664131;
1969;17300;;8;5180;;;425964;278757,2966;;;0,654415154;5,806330253;
1970;17300;;8;5208;;;450178;321915,6134;;;0,715085174;6,136392138;
1971;17300;;8;5208;;;432057;347933,3249;;;0,805294961;5,417167145;
1972;17300;;9;5084;;;438741;395197,0937;;;0,900752594;5,500971702;
1973;17300;;9;5084;;;487258;498715,7695;;;1,02351479;6,109281944;
1974;17300;;12;5244;;;513820;603345,7986;;;1,174235722;6,442318543;
1975;17300;;12;5126;;;548300;750756,3758;;;1,3692438;6,874631694;
1976;17300;;15;4998;;;552558;839896,6701;;;1,520015401;6,928018857;
1977;17300;;17;5105;;;575943;981840,7304;;;1,704753301;7,221221962;
1978;17300;;15;4258;;;615047;1159184,52;;;1,884708843;8,109796941;
1979;17300;;14;3687;;;616984;1257515,965;;;2,038166249;8,135337553;
1980;17300;;14;3687;;;631685;1414775,664;;;2,239685387;8,329179852;
1981;17300;;14;3687;;;675988;1784541,212;;;2,639900726;8,913343882;
1982;17300;;14;3687;;;688849;2029203,134;;;2,945788023;9,082924578;
1983;17300;;15;4086;;;678462;2155241,883;;;3,176658211;8,94596519;
1984;17300;;15;4086;;;618121;2072575,489;;;3,353025522;8,150329641;
1985;17300;;16;4018;;;578067;1964746,775;;;3,398821892;7,622191456;
1986;17300;;15;3929;;;527630;2125941,319;;;4,029227526;7,421582693;
1987;17300;;18;4613;;;434677;1828943,848;;;4,207592876;6,114116522;
1988;17300;;18;4630;;;386876;1729260,351;;;4,469805185;5,441753172;
1989;17300;;18;4630;;;370957;1722574,836;;;4,643597065;5,217838355;
1990;17300;;16;3363;;;389885;1802741,956;;;4,623778693;5,484077419;
1991;17300;;18;4643;;;375291;1841678,233;;;4,907333865;5,278799899;
1992;17300;5;18;4643;;19607;384811;1943624,049;9,227406629;;5,050853662;5,41270712;
1993;17300;5;18;4643;;19942;475186;2352385,751;11,09735578;;4,950452562;6,683911441;
1994;17300;5;18;4643;;20665;449174;2186898,531;10,32099414;;4,868711304;6,318029651;
1995;17300;6;29;6064;;21163;513557;2441390,213;11,33529025;;4,753883626;6,705800167;
1996;17300;5;25;6197;1;30972;683604;3272024,386;10,45519442;;4,786432475;8,926198684;
1997;17300;5;25;6197;1;30804;729498;3481467,23;11,15852925;;4,772415045;9,525462238;
1998;17300;5;25;6197;1;30617;835577;3784132,344;12,99197821;;4,528765564;10,9105949;
1999;17300;5;25;6197;1;31685;792376;3383164,293;11,81094874;;4,269645084;10,34649535;
2000;17300;5;25;6197;1;31964;855832;3572823,828;12,7609272;;4,174678942;11,17507573;
2001;17300;5;25;6197;1;31860;990734;4135139,956;14,76932939;;4,173814521;12,93656638;
2002;17300;5;25;6197;1;31934;993057;4330544,53;14,76528997;1;4,360821715;12,96689909;
2003;17300;5;25;6197;1;32062;900457;4109990,67;13,49372223;1;4,56433863;12,05318109;
2004;17300;5;25;6197;1;33761;972813;4703732,26;13,8741706;1;4,835186475;13,02171149;
2005;17300;5;25;6017;1;34204;843862;4178159,92;12,33685352;2;4,951236008;11,29562156;
2006;17300;5;25;6017;1;36047;932037;4621966,08;12,69248368;2;4,958994203;12,57419424;
2007;17300;5;23;4950;1;36680;837126;4206522,4;10,99607038;2;5,024957294;11,26016894;
2008;17300;5;24;5950;1;37855;882391;4576708;11,17329393;2;5,186712013;11,7021776;
2009;17300;5;24;5950;1;37237;921827;5193156,4;11,94160882;2;5,633547726;12,22517373;
2010;17300;5;25;6017;1;35080;920925;5463701,2;12,83001493;2;5,932840568;12,2132115;
2011;17300;4;23;5502;1;37741;956846;5773895,05;12,67718791;2;6,034299198;12,68959206;
2012;17300;4;23;5502;1;40338;919440;5557114,65;11,46075802;2;6,04402098;12,19351759;
2013;17300;4;23;5502;1;40499;866488;5357187,25;10,81690146;2;6,18264448;11,49127367;
2014;17300;4;23;5502;1;40267;910748;5688920,9;11,41849845;2;6,246427003;12,07824519;
2015;17300;4;23;5502;1;39851;873619;5629296,35;11,10104719;2;6,443651466;11,58584425;
2016;17300;4;23;5502;1;39687;893399;5694155,08;11,27928638;2;6,373585688;11,84816455;
2017;17300;4;23;5502;1;39194;899870;6100132,6;11,51522449;2;6,778904286;11,93398228;
2018;17300;4;23;5502;1;39577;875942;5963103,77;11,03362291;2;6,807646819;11,61665164;
2019;17300;4;23;5502;1;38651;916705;6326905,44;11,86492669;2;6,901790042;12,1572463;
2020;17300;4;23;5353;1;18903;280401;1905451,75;7,690075697;3;6,795452762;3,718648878;
1960;85191;;;;;;;;;;;;
1961;85191;;;;;;;;;;;;
1962;85191;;;;;;;;;;;;
1963;85191;;;;;;;;;;;;
1964;85191;;;;;;;;;;;;
1965;85191;;;;;;;;;;;;
1966;85191;;;;;;;;;;;;
1967;85191;;;;;;;;;;;;
1968;85191;;;;;;;;;;;;
1969;85191;;;;;;;;;;;;
1970;85191;;;;;;;;;;;;
1971;85191;;;;;;;;;;;;
1972;85191;;;;;;;;;;;;
1973;85191;;;;;;;;;;;;
1974;85191;;;;;;;;;;;;
1975;85191;;;;;;;;;;;;
1976;85191;;;;;;;;;;;;
1977;85191;;;;;;;;;;;;
1978;85191;;;;;;;;;;;;
1979;85191;;;;;;;;;;;;
1980;85191;;;;;;;;;;;;
1981;85191;;;;;;;;;;;;
1982;85191;;;;;;;;;;;;
1983;85191;;;;;;;;;;;;
1984;85191;;;;;;;;;;;;
1985;85191;;;;;;;;;;;;
1986;85191;;;;;;;;;;;;
1987;85191;;;;;;;;;;;;
1988;85191;;;;;;;;;;;;
1989;85191;;;;;;;;;;;;
1990;85191;;;;;;;;;;;;
1991;85191;;;;;;;;;;;;
1992;85191;2;7;1437;;7275;179621;873949,207;12,13139002;;4,865517991;3,97224618;
1993;85191;2;7;1437;;8158;216081;1087492,778;12,89012307;;5,032801485;4,778544417;
1994;85191;2;7;1437;;8231;206260;1028685,112;12,38289352;;4,98732237;4,561356952;
1995;85191;2;7;1437;;8667;213451;1095001,959;12,16202742;;5,129992171;4,332974707;
1996;85191;2;7;1437;;9050;223602;1150027,974;12,2605822;;5,143191807;4,539036174;
1997;85191;2;7;1437;;9054;225585;1185500,879;12,26748151;;5,255229199;4,579290325;
1998;85191;2;7;1437;;7900;267132;1455424,975;16,42430752;;5,448336308;5,422678738;
1999;85191;2;7;1437;;8309;231034;1221234,624;13,54027963;;5,285951953;4,689902968;
2000;85191;2;7;1437;;8403;229453;1220490,672;13,19265568;;5,319131467;4,657809265;
2001;85191;3;16;3451;1;19018;401644;2253767,244;9,71059739;;5,611355439;8,15322155;
2002;85191;3;16;3451;1;18932;460245;2617716,72;11,10863043;1;5,687659225;9,342799724;
2003;85191;3;16;3451;1;18215;463669;2794873;12,02872559;2;6,027733146;8,876766091;
2004;85191;3;15;3027;1;13952;472603;2984586;15,71150979;1;6,315207479;9,047804112;
2005;85191;2;12;2601;1;15019;398200;2516406,1;12,32632633;;6,319452788;7,623387066;
2006;85191;2;11;2509;1;12149;461548;2938289,06;17,09785327;1;6,366161396;8,740115134;
2007;85191;2;10;2355;1;12134;446489;2859739,32;16,56754344;1;6,404949103;8,467135705;
2008;85191;2;11;2308;1;13716;501871;3236370,44;17,01281272;1;6,448610181;9,367109635;
2009;85191;2;11;2308;1;14487;531879;3501159,92;17,55398253;1;6,582624845;9,927190265;
2010;85191;2;11;2308;1;14308;561839;3791423,4;19,26844659;2;6,748238196;10,486375;
2011;85191;2;11;2308;1;14678;591017;4014571,8;19,29175508;2;6,792650296;11,0309642;
2012;85191;2;11;2308;1;14821;564653;3752231,2;18,37387289;1;6,645198378;10,53889656;
2013;85191;2;11;2308;1;15702;526048;3471307,9;16,20334264;1;6,598842501;9,818358281;
2014;85191;2;11;2308;1;16144;589321;3825260,55;17,58731944;1;6,490962565;10,99930942;
2015;85191;2;11;2308;1;16814;594526;3874868,9;16,96849478;1;6,51757686;11,0964575;
2016;85191;2;11;2308;1;16688;588999;3807931,85;16,91319582;1;6,465090518;10,99329949;
2017;85191;2;11;2308;1;17631;616958;3989766,2;16,81647614;1;6,466835992;11,51513681;
2018;85191;2;11;2308;1;17706;584458;3814171,2;15,91178926;1;6,525997078;10,90854455;
2019;85191;2;11;2308;1;17655;604805;4038215,66;16,52271787;1;6,676888683;11,28830863;
2020;85191;2;11;2308;1;8831;198858;1274700,74;10,82657006;1;6,410105402;3,711560715;
1960;83126;;;;;;;;;;;;
1961;83126;;;;;;;;;;;;
1962;83126;;;;;;;;;;;;
1963;83126;;;;;;;;;;;;
1964;83126;;;;;;;;;;;;
1965;83126;;;;;;;;;;;;
1966;83126;;;;;;;;;;;;
1967;83126;;;;;;;;;;;;
1968;83126;;;;;;;;;;;;
1969;83126;;;;;;;;;;;;
1970;83126;;;;;;;;;;;;
1971;83126;;;;;;;;;;;;
1972;83126;;;;;;;;;;;;
1973;83126;;;;;;;;;;;;
1974;83126;;;;;;;;;;;;
1975;83126;;;;;;;;;;;;
1976;83126;;;;;;;;;;;;
1977;83126;;;;;;;;;;;;
1978;83126;;;;;;;;;;;;
1979;83126;;;;;;;;;;;;
1980;83126;;;;;;;;;;;;
1981;83126;;;;;;;;;;;;
1982;83126;;;;;;;;;;;;
1983;83126;;;;;;;;;;;;
1984;83126;;;;;;;;;;;;
1985;83126;;;;;;;;;;;;
1986;83126;;;;;;;;;;;;
1987;83126;;;;;;;;;;;;
1988;83126;;;;;;;;;;;;
1989;83126;;;;;;;;;;;;
1990;83126;;;;;;;;;;;;
1991;83126;;;;;;;;;;;;
1992;83126;2;2;501;;414;18955;62613,25056;21,47778004;;3,303257745;0,316085245;
1993;83126;2;2;501;;715;39484;135348,5061;26,292693;;3,427932987;0,658417823;
1994;83126;2;2;501;;766;26273;101029,0309;16,46559666;;3,845355721;0,438116996;
1995;83126;1;1;200;;996;33882;125973,3489;17,00903614;;3,71800215;0,562936133;
1996;83126;1;1;200;;1182;31400;118383,6745;13,28257191;;3,770180718;0,521698677;
1997;83126;1;1;200;;1095;34377;126842,1558;15,69726027;;3,689738948;0,571160364;
1998;83126;1;1;200;;913;35812;134179,9844;19,61226725;;3,746788349;0,595002326;
1999;83126;1;1;200;;818;22820;82507,84731;13,94865526;;3,61559366;0,379145345;
2000;83126;1;1;200;;689;19029;77354,30829;13,80914369;;4,065074796;0,316159367;
2001;83126;1;1;200;;629;17999;79732,6654;14,30763116;;4,429838625;0,299046322;
2002;83126;1;1;200;;640;14471;69196,51;11,30546875;;4,781736577;0,240429986;
2003;83126;1;1;200;;201;3357;14975,5;8,350746269;1;4,460977063;0,054572943;
2004;83126;1;1;200;;189;7835;30613;20,72751323;1;3,907211232;0,127369379;
2005;83126;1;1;80;;174;7775;27241,8;55,85488506;;3,503768489;0,126393992;
2006;83126;1;1;80;;164;6762;25299;51,53963415;;3,741348713;0,105818284;
2007;83126;1;1;80;;169;7034;28297;52,02662722;;4,022888826;0,10901539;
2008;83126;1;1;80;;193;8264;33319,5;53,52331606;;4,031885286;0,127328475;
2009;83126;1;1;80;;101;5656;19958,5;70;;3,528730552;0,087145432;
2010;83126;1;1;80;;153;7474;29243;61,0620915;;3,912630452;0,115156464;
2011;83126;1;1;80;;75;5953;21073,5;99,21666667;;3,539979842;0,091721492;
2012;83126;1;1;80;;67;5252;20257,5;97,98507463;;3,857102056;0,080920759;
2013;83126;1;1;80;;65;5034;19648,1;96,80769231;;3,903079062;0,0775619;
2014;83126;1;1;80;;60;4031;15820,5;83,97916667;;3,924708509;0,062108069;
2015;83126;;;;;;;;;;;;
2016;83126;1;1;;;27;3515;12721,2;;;3,619118065;0,054157743;
2017;83126;1;1;200;;11;941;3285;42,77272727;;3,490967056;0,014498559;
2018;83126;1;1;200;;36;2334;10548,1;32,41666667;;4,519323051;0,035961358;
2019;83126;1;1;200;;17;1975;7406,1;58,08823529;;3,749924051;0,030430026;
2020;83126;;;;;;;;;;;;
1960;53130;;7;3720;;;411674;109259,7533;;;0,26540358;10,4796986;
1961;53130;;7;3720;;;387215;106894,6593;;;0,276060223;9,857062852;
1962;53130;;7;3738;;;388451;134213,828;;;0,345510317;9,888526844;
1963;53130;;7;3738;;;351468;130492,2426;;;0,371277734;8,947076343;
1964;53130;;7;3738;;;343005;134665,9918;;;0,392606498;8,731639641;
1965;53130;;7;3856;;;323398;136494,008;;;0,422062004;8,232517883;
1966;53130;;7;3816;;;304937;144610,6986;;;0,474231394;6,676380435;
1967;53130;;7;3665;;;280174;144583,4102;;;0,516048635;6,134212024;
1968;53130;;7;3665;;;262725;138722,0504;;;0,528012372;5,752178482;
1969;53130;;7;3652;;;246645;146228,9449;;;0,592872123;5,400118229;
1970;53130;;7;3687;;;254938;165817,7289;;;0,650423746;5,581687612;
1971;53130;;6;3267;;;222948;157642,193;;;0,707080543;4,325391898;
1972;53130;;6;3267;;;250942;195656,7275;;;0,779689042;4,868500698;
1973;53130;;6;3267;;;243699;206885,9697;;;0,848940577;4,727979978;
1974;53130;;6;3267;;;252858;237559,7791;;;0,939498766;4,905672823;
1975;53130;;6;3152;;;237181;258960,4197;;;1,091826157;4,601524911;
1976;53130;;6;3097;;;249423;320677,1176;;;1,28567581;4,839030731;
1977;53130;;6;3097;;;226720;314107,3272;;;1,385441634;4,398572094;
1978;53130;;6;3097;;;244962;372772,3006;;;1,521755622;4,864217633;
1979;53130;;6;2507;;;253226;428726,7306;;;1,69305968;5,028316124;
1980;53130;;9;2832;;;314666;659881,8215;;;2,097086503;6,24833201;
1981;53130;;9;2842;;;348656;849079,894;;;2,435294083;6,923272438;
1982;53130;;8;2412;;;392387;1034326,335;;;2,635985227;7,791640191;
1983;53130;;9;2186;;;407717;1228044,521;;;3,01200225;8,096048451;
1984;53130;;9;2186;;;374374;1179898,225;;;3,151656432;7,43395552;
1985;53130;;9;2186;;;337358;1125291,597;;;3,335600747;6,69892772;
1986;53130;;9;2186;;;324551;1272066,036;;;3,919464233;6,430190399;
1987;53130;;8;1886;;;244143;972169,6941;;;3,98196833;4,837101024;
1988;53130;;8;1886;;;240880;1043636,946;;;4,33260107;4,772452598;
1989;53130;;8;1886;;;196050;881087,3274;;;4,494197028;3,884254948;
1990;53130;;7;1589;;;195308;895021,8505;;;4,582617458;3,869554019;
1991;53130;;7;1589;;;192819;959748,9393;;;4,977460413;3,820240525;
1992;53130;2;7;1589;;6388;188358;970239,97;13,36113978;;5,151042005;3,731856636;
1993;53130;2;7;1589;;6422;221063;1134113,669;15,76654195;;5,130273583;4,379826838;
1994;53130;2;7;1589;;6576;199146;1049498,062;14,0375239;;5,269993179;3,945594674;
1995;53130;2;7;1589;;6608;209150;1105427,642;14,36610876;;5,285334173;4,105246629;
1996;53130;2;7;1589;;6805;221530;1180877,405;14,37905188;;5,330552995;4,348244254;
1997;53130;2;7;1589;;6825;235844;1281280,175;15,51749208;;5,432744422;4,629202897;
1998;53130;2;7;1589;;6046;275547;1508704,229;21,22289248;;5,475306315;5,408502954;
1999;53130;2;7;1589;;6669;243032;1302858,267;16,39103454;;5,360850697;4,770290694;
2000;53130;2;7;1589;;6595;242479;1319298,064;16,42944113;;5,440875555;4,759436277;
2001;53130;2;7;1569;;7817;285411;1567479,728;16,85577997;;5,492008816;5,602115924;
2002;53130;3;16;3413;1;11237;333683;1888108,74;14,33023666;2;5,658390568;6,549610379;
2003;53130;1;9;1844;1;12542;379867;2253061,45;14,92509107;1;5,931184994;7,421886601;
2004;53130;1;9;1844;1;12551;421611;2598770,89;16,63905403;1;6,163906753;8,237485835;
2005;53130;1;9;1844;1;12009;351653;2175457,95;14,46885776;1;6,186376769;6,870638115;
2006;53130;1;9;1844;1;12337;410861;2559459,22;16,36309038;1;6,22950151;8,110486004;
2007;53130;1;9;1844;1;12176;381567;2393104,5;15,40674539;1;6,271780579;7,558925494;
2008;53130;1;9;1844;1;13038;418180;2650545,2;15,80638931;1;6,338287819;8,389102873;
2009;53130;1;9;1844;1;12868;424944;2770076;16,34068158;1;6,518684815;8,524795378;
2010;53130;1;9;1844;1;12600;440093;2983333;17,4451229;1;6,778869466;8,828699246;
2011;53130;1;9;1844;1;13118;462161;3147154,2;17,33201026;1;6,809649018;9,271405071;
2012;53130;1;9;1844;1;13238;436605;2911808,3;16,33362563;1;6,669205117;8,758726529;
2013;53130;1;9;1844;1;13169;398113;2635476,9;14,95725805;1;6,619921731;7,986539079;
2014;53130;1;9;1844;1;13404;440773;2852577;16,21213152;1;6,47175984;8,842340716;
2015;53130;1;9;1844;1;13801;430650;2811362,7;15,48623877;1;6,528184605;8,639263361;
2016;53130;1;9;1844;1;13949;433510;2794739,5;15,38904999;1;6,446770547;8,696637779;
2017;53130;1;9;1844;1;13899;453302;2967815,5;16,19776262;1;6,547104359;9,093684802;
2018;53130;1;9;1844;1;13730;402482;2675443,95;14,59982537;1;6,647362988;8,074185524;
2019;53130;1;9;1844;1;13937;418909;2825264,3;14,86136373;1;6,744338985;8,403727331;
2020;53130;1;9;1844;1;7074;119383;800021;8,33243762;1;6,701297505;2,394940619;
1960;93007;;;;;;;;;;;;
1961;93007;;;;;;;;;;;;
1962;93007;;;;;;;;;;;;
1963;93007;;;;;;;;;;;;
1964;93007;;;;;;;;;;;;
1965;93007;;;;;;;;;;;;
1966;93007;;;;;;;;;;;;
1967;93007;;;;;;;;;;;;
1968;93007;;;;;;;;;;;;
1969;93007;;;;;;;;;;;;
1970;93007;;;;;;;;;;;;
1971;93007;;;;;;;;;;;;
1972;93007;;;;;;;;;;;;
1973;93007;;;;;;;;;;;;
1974;93007;;;;;;;;;;;;
1975;93007;;;;;;;;;;;;
1976;93007;;;;;;;;;;;;
1977;93007;;;;;;;;;;;;
1978;93007;;;;;;;;;;;;
1979;93007;;;;;;;;;;;;
1980;93007;;;;;;;;;;;;
1981;93007;;;;;;;;;;;;
1982;93007;;;;;;;;;;;;
1983;93007;;;;;;;;;;;;
1984;93007;;;;;;;;;;;;
1985;93007;;;;;;;;;;;;
1986;93007;;;;;;;;;;;;
1987;93007;;;;;;;;;;;;
1988;93007;;;;;;;;;;;;
1989;93007;;;;;;;;;;;;
1990;93007;;;;;;;;;;;;
1991;93007;;;;;;;;;;;;
1992;93007;1;2;424;;1066;37289;109601,6965;16,42803017;;2,939250086;0,794126416;
1993;93007;1;2;424;;1053;41093;130499,4077;17,65284556;;3,175708946;0,875138427;
1994;93007;1;2;424;;1096;32232;101181,6323;13,41390332;;3,139167049;0,686429849;
1995;93007;1;2;424;;1002;29586;97985,53869;13,73537604;;3,311888687;0,630347708;
1996;93007;1;2;424;;1007;25829;96742,1645;12,02198764;;3,745486256;0,55030254;
1997;93007;1;2;424;;1061;28586;103947,0575;11,21829085;;3,636292504;0,6090421;
1998;93007;1;2;424;;1071;29780;112087,3777;12,78770182;;3,763847471;0,634480995;
1999;93007;1;2;424;;1099;22253;79453,3788;9,546055115;;3,570456963;0,474113687;
2000;93007;1;2;424;;1103;22634;79016,15502;9,395443828;;3,491038041;0,482231123;
2001;93007;1;2;424;;1477;37601;131567,0082;12,69720669;;3,499029499;0,801112153;
2002;93007;1;2;424;;1601;41305;145576,99;12,6646512;1;3,524439898;0,880028123;
2003;93007;1;2;424;;1589;33177;118229,7;9,962345056;1;3,563604304;0,649180135;
2004;93007;1;2;424;;1533;34027;123794;10,96796029;1;3,638110912;0,665812233;
2005;93007;1;2;370;;1608;30371;106100,2;10,03535554;1;3,493470745;0,594274645;
2006;93007;1;2;370;;1682;32208;112924,9;10,42701285;1;3,506113388;0,616857871;
2007;93007;1;2;370;;1719;34692;122646,56;11,01910525;1;3,535298051;0,657082789;
2008;93007;1;2;370;;2138;30504;109013,2;7,759265383;1;3,573734592;0,551639329;
2009;93007;1;2;370;;2120;36312;132620,5;9,35297754;1;3,652249945;0,656672152;
2010;93007;1;2;370;;2152;37340;138353;9,415977406;1;3,705222282;0,675262672;
2011;93007;1;2;370;;2151;41008;156704,7;10,3410624;1;3,82132023;0,741595385;
2012;93007;1;2;370;;2210;38415;141810,1;9,398625009;1;3,691529351;0,694703148;
2013;93007;1;3;447;;2121;34622;124477,2;9,054130741;1;3,595320894;0,626109916;
2014;93007;1;3;447;;3234;66804;250433,7;13,92672646;1;3,748783007;1,208094472;
2015;93007;1;3;447;;3184;55078;208274,3;11,65741039;1;3,781442681;0,996039568;
2016;93007;1;3;447;;3287;57829;233102,83;11,86277265;1;4,030898511;1,045789102;
2017;93007;1;3;447;;3339;62022;252971,62;12,56831598;1;4,078740124;1,121616001;
2018;93007;1;3;447;;3271;60418;241589,88;12,46279294;1;3,998640802;1,092609002;
2019;93007;1;3;447;;3299;65863;269439,59;13,45815514;1;4,090909767;1,191077274;
2020;93007;1;3;447;;1705;23861;96772,79;9,338614295;1;4,055688781;0,43150623;
1960;76351;;17;13881;;;1760910;588555,0425;;;0,33423346;9,374271341;
1961;76351;;16;12247;;;1567723;550952,1203;;;0,35143461;8,345833001;
1962;76351;;17;13195;;;1752473;625004,078;;;0,356641202;9,32935665;
1963;76351;;17;12920;;;1680400;648922,8715;;;0,386171668;8,945673294;
1964;76351;;17;12931;;;1601430;691034,4733;;;0,431510883;8,525273497;
1965;76351;;17;12685;;;1528021;706875,6031;;;0,462608566;8,134477894;
1966;76351;;15;10653;;;1378916;671357,8786;;;0,486873659;6,656606324;
1967;76351;;15;10740;;;1357701;703170,4822;;;0,51791262;6,554192614;
1968;76351;;16;12034;;;1394069;732412,0331;;;0,525377175;6,729756215;
1969;76351;;15;11434;;;1232278;704665,2448;;;0,571839508;5,948723147;
1970;76351;;14;10570;;;1217605;740447,6208;;;0,608118085;5,877890418;
1971;76351;;15;11254;;;1216978;834374,052;;;0,685611451;5,585491229;
1972;76351;;14;10644;;;1234459;963051,0841;;;0,780140194;5,665722731;
1973;76351;;14;10626;;;1158427;999697,846;;;0,862978717;5,316763202;
1974;76351;;16;10679;;;1188790;1176533,218;;;0,9896897;5,456118449;
1975;76351;;16;10150;;;1093969;1284237,991;;;1,173925396;5,02092417;
1976;76351;;16;10150;;;969412;1420033,173;;;1,464839689;4,449252348;
1977;76351;;20;8200;;;861657;1442700,512;;;1,674332724;3,954695661;
1978;76351;;18;6253;;;943060;1758949,291;;;1,865150988;4,729773106;
1979;76351;;23;6843;;;910051;1917043,953;;;2,106523648;4,564221518;
1980;76351;;22;5968;;;1011031;2292215,343;;;2,267205796;5,070671254;
1981;76351;;22;5968;;;1172977;2843495,382;;;2,424169768;5,882886633;
1982;76351;;22;5948;;;1150747;3074675,169;;;2,671895012;5,77139547;
1983;76351;;23;5210;;;1108147;3186147,872;;;2,875203265;5,55774169;
1984;76351;;24;6034;;;969256;2919414,23;;;3,012015639;4,861155135;
1985;76351;;23;5627;;;830802;2590906,416;;;3,118560639;4,166760286;
1986;76351;;23;5627;;;767802;2847842,566;;;3,709084589;3,920277349;
1987;76351;;23;5642;;;565984;2340014,068;;;4,134417347;2,889826095;
1988;76351;;19;3941;;;447831;1950513,779;;;4,355468422;2,286555291;
1989;76351;;16;3489;;;455078;2081285,816;;;4,573470517;2,323557344;
1990;76351;;17;3547;;;485963;2255134,669;;;4,640548085;2,48125134;
1991;76351;;17;3547;;;456165;2183615,847;;;4,786899141;2,329107396;
1992;76351;4;17;3547;;20120;440940;2206343,099;14,08962412;;5,003726354;2,251370919;
1993;76351;4;16;2573;;19747;523991;2642932,997;16,91767569;;5,043851893;2,675416382;
1994;76351;4;16;2573;;17335;436555;2246926,399;15,65165421;;5,14694918;2,228981793;
1995;76351;4;20;4073;;19982;480667;2546761,144;14,87007513;;5,29838983;2,517833477;
1996;76351;4;20;4073;1;28142;567029;2988462,658;12,17158525;;5,270387685;2,970215552;
1997;76351;4;19;3099;1;29247;637759;3334302,706;13,19726734;;5,228154688;3,340713968;
1998;76351;4;19;2901;1;30845;739747;3904246,315;15,83607652;;5,277812975;3,874948273;
1999;76351;5;20;2991;1;30155;499320;2553089,151;10,80146797;;5,113132161;2,615541762;
2000;76351;5;21;3962;1;28027;369878;1845543,534;8,708195702;;4,989600717;1,937497708;
2001;76351;5;20;2988;1;27258;372597;1868422,93;9,030719235;;5,01459467;1,951740394;
2002;76351;5;21;3962;1;25739;324331;1625113,83;8,388143304;3;5,010664506;1,698913072;
2003;76351;4;12;1742;;16923;235852;1116130,57;9,353456943;2;4,732334557;1,330550212;
2004;76351;4;13;2715;;15744;261040;1261907,37;11,19082099;2;4,834153272;1,472647369;
2005;76351;4;12;1732;;14950;219052;1054375,65;9,93952847;3;4,813357787;1,235773642;
2006;76351;4;12;1732;;15587;222236;1096228,55;9,921427168;3;4,932722646;1,283547608;
2007;76351;4;12;1732;;14389;206442;1021563,7;9,921246901;3;4,948429583;1,199728024;
2008;76351;4;12;1732;;15085;231968;1225695,59;10,4717166;3;5,28389946;1,345787452;
2009;76351;5;24;4144;1;22217;471148;2724477,29;13,10568319;2;5,782635796;2,733416103;
2010;76351;4;23;3829;1;35260;858395;5672796,03;14,03510005;2;6,60860796;4,980071476;
2011;76351;4;23;3829;1;33339;920108;5855860,27;15,45871026;2;6,364318395;5,338106123;
2012;76351;3;17;2940;1;31345;804746;5505397,93;14,3420491;2;6,841162218;4,668820997;
2013;76351;3;17;2940;1;31458;759943;5242327,25;13,5607995;2;6,898316387;4,408891545;
2014;76351;3;18;2990;1;31702;863965;5953402,19;15,34630409;2;6,890790935;5,012386434;
2015;76351;3;18;2990;1;32491;855961;5896924;15,45037829;2;6,889243786;4,965950361;
2016;76351;3;18;2990;1;31245;852024;5862119,65;15,95644687;2;6,880228315;4,94310943;
2017;76351;3;18;2990;1;31171;804123;5492052,74;15,28243667;2;6,829866501;4,665206595;
2018;76351;3;18;2990;1;31658;703059;4985480,68;13,02742515;2;7,091127032;4,078872864;
2019;76351;3;18;2990;1;31407;706432;4996284,31;13,31099358;2;7,072562271;4,098441688;
2020;76351;3;18;2990;1;15466;215877;1462314,87;8,382241423;2;6,773833572;1,252433775;
1960;72181;;10;6662;;;1339017;375376,5872;;;0,280337432;10,13017756;
1961;72181;;10;6662;;;1206676;341564,7672;;;0,283062535;9,128967098;
1962;72181;;10;6651;;;1088876;367484,3016;;;0,337489578;8,237764883;
1963;72181;;10;6651;;;1045432;437805,6793;;;0,418779681;7,909094348;
1964;72181;;10;6651;;;891677;409525,4719;;;0,459275581;6,745878757;
1965;72181;;10;6627;;;853157;434551,0453;;;0,509344757;6,454460172;
1966;72181;;9;5924;;;836772;460592,2339;;;0,550439348;5,841503428;
1967;72181;;9;5932;;;762281;458364,9538;;;0,601307069;5,321481926;
1968;72181;;9;5932;;;772845;471255,4329;;;0,609767072;5,395229186;
1969;72181;;9;5932;;;705223;462970,2862;;;0,656487786;4,923160158;
1970;72181;;9;5932;;;725875;520757,6106;;;0,717420507;5,067331723;
1971;72181;;9;5832;;;688073;528016,7755;;;0,76738482;4,518324195;
1972;72181;;9;5804;;;746557;621732,0648;;;0,83279919;4,902367272;
1973;72181;;9;5765;;;695231;654198,5222;;;0,94098008;4,565328168;
1974;72181;;9;5765;;;664685;737745,7669;;;1,109917881;4,364743737;
1975;72181;;10;4974;;;692991;883640,696;;;1,275111359;4,550618905;
1976;72181;;10;5085;;;710223;1144990,602;;;1,612156466;4,663775158;
1977;72181;;10;4944;;;637090;1115134,224;;;1,750355874;4,183537446;
